Category,System Model,System Mfg,Part Mfg,Comments,Part Number,Part/Item Name,Condition,Listing Type,Request Type,Price,Quantity,Listing ID (Leave Blank to Add)
"MRI","MRI","","HITACHI","MR CAM. HITACHI","CAM","MR CAM. HITACHI","used","For Sale","","","1",
"CT","CT","","SIEMENS","7102911 PCU D523. SIEMENS EMOTION DUO/PET","7102911","7102911 PCU D523. SIEMENS EMOTION DUO/PET","used","For Sale","","","1",
"CATH","CATH","","GE","SHARP LCD Monitor, model LC-13S4, likely used for displaying medical images.. SHARP","LC-13S4","SHARP LCD Monitor, model LC-13S4, likely used for displaying medical images.. SHARP","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","2797228 ACSSC. COROSKOP","2797228","2797228 ACSSC. COROSKOP","used","For Sale","","","1",
"NUCLEAR","NUCLEAR","","SIEMENS","SAF 522300848 BRUSH. SYMBIAT CT","522300848","SAF 522300848 BRUSH. SYMBIAT CT","used","For Sale","","","1",
"CT","CT","","GE","2372486 2372486. LS4","2372486","2372486 2372486. LS4","used","For Sale","","","1",
"CATH","CATH","","GE","ETC P/N1023982/REVC. GE","1023982","ETC P/N1023982/REVC. GE","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","45221635010.2 COLLIMATOR. FD","45221635010","45221635010.2 COLLIMATOR. FD","used","For Sale","","","1",
"CATH","CATH","","GE","Innova 4100 circuit board, possibly a Main Control Board (MCB), with part number 5134577-4 002 and serial number SN:001593-03/07.. GE","5134577-4","Innova 4100 circuit board, possibly a Main Control Board (MCB), with part number 5134577-4 002 and serial number SN:001593-03/07.. GE","used","For Sale","","","1",
"PET/CT","PET/CT","","GE","back panel I/O module with ports like SCSI, DVI, and LAN, bearing part numbers K516-A280-Z100 and K547V310-MED31.. GE","K516-A280-Z100","back panel I/O module with ports like SCSI, DVI, and LAN, bearing part numbers K516-A280-Z100 and K547V310-MED31.. GE","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","7717700 D600. ARTIS DBA","7717700","7717700 D600. ARTIS DBA","used","For Sale","","","1",
"MAMMO","MAMMO","","GE","2286100 IDC. 2000D","2286100","2286100 IDC. 2000D","used","For Sale","","","1",
"CATH","CATH","","GE","medical equipment circuit board with visible part numbers 00331-00-045-B, RP B137556, 4522 127 0348, and RP B137311.. GE","00331-00-045-B","medical equipment circuit board with visible part numbers 00331-00-045-B, RP B137556, 4522 127 0348, and RP B137311.. GE","used","For Sale","","","1",
"PET/CT","PET/CT","","GE","2318458 DCEM. DLS4","2318458","2318458 DCEM. DLS4","used","For Sale","","","1",
"CT","CT","","TOSHIBA","PX79-45391 B NX77-0100. AQUILION ONE/PRIME","PX79-45391","PX79-45391 B NX77-0100. AQUILION ONE/PRIME","used","For Sale","","","1",
"MRI","MRI","","GE ","RWS50A-5/A POWER SUPPLY. GE PROFILE III","RWS50A-5","RWS50A-5/A POWER SUPPLY. GE PROFILE III","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","CONSOLE 1617005. SIEMENS","CONSOLE","CONSOLE 1617005. SIEMENS","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","5209098 5209106. SIEMENS","5209098","5209098 5209106. SIEMENS","used","For Sale","","","1",
"INJECTOR","INJECTOR","","MEDRAD","Bayer Healthcare Services injector system part with system S/N 106846 and system identification number 50100004347339.. Bayer","106846","Bayer Healthcare Services injector system part with system S/N 106846 and system identification number 50100004347339.. Bayer","used","For Sale","","","1",
"MRI","MRI","","HITACHI","FS-600A-48 48V 13S POWER SUPPLY NEMIC-LAMBDA. HITACHI MRP7000","FS-600A-48","FS-600A-48 48V 13S POWER SUPPLY NEMIC-LAMBDA. HITACHI MRP7000","used","For Sale","","","1",
"NUCLEAR","NUCLEAR","","SIEMENS","BODINE Electric Company gearmotor, type 24Z2BEPM-D4 with part number T0659006.. BODINE","24Z2BEPM-D4","BODINE Electric Company gearmotor, type 24Z2BEPM-D4 with part number T0659006.. BODINE","used","For Sale","","","1",
"MONITOR","MONITOR","","GE","Siemens medical equipment part, item number SMD 18102, part number 6GF6221-2CB17 and serial number HXTD000066, operating at 100-240V 50-60Hz 1A.. GE"," 6GF6221-2CB17 ","Siemens medical equipment part, item number SMD 18102, part number 6GF6221-2CB17 and serial number HXTD000066, operating at 100-240V 50-60Hz 1A.. GE","used","For Sale","","","1",
"CATH","CATH","","PHILIPS ","PRODRIVE WCB2.1 Tx Full, with part number 6159-1201-2300. 459800159502. PRODRIVE","459800159502","PRODRIVE WCB2.1 Tx Full, with part number 6159-1201-2300. 459800159502. PRODRIVE","used","For Sale","","","1",
"CT","CT","","PHILIPS","BCPP with part numbers 4522 117 77174 5 6, RP 245120 - 16, and 92324-204.. PHILIPS","452211777174","BCPP with part numbers 4522 117 77174 5 6, RP 245120 - 16, and 92324-204.. PHILIPS","used","For Sale","","","1",
"PET/CT","PET/CT","","PHILIPS","453567012841 MOOG ROTOR OPTICAL TRANSMITTER. GEMINI TF","453567012841","453567012841 MOOG ROTOR OPTICAL TRANSMITTER. GEMINI TF","used","For Sale","","","1",
"CATH","CATH","","GE","45 558 502. GE","45558502","45 558 502. GE","used","For Sale","","","1",
"CT","CT","","PHILIPS","This blue PCB assembly, marked with part number 459800307361, 459800298761 ACCU bd. contains numerous relays, connectors, and discrete components.. ACCU","459800307361","This blue PCB assembly, marked with part number 459800307361, 459800298761 ACCU bd. contains numerous relays, connectors, and discrete components.. ACCU","used","For Sale","","","1",
"CT","CT","","PHILIPS","LCD monitor 019-A 455300008793 . PHILIPS","455300008793","LCD monitor 019-A 455300008793 . PHILIPS","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","2799265 D10. SIEMEBS","2799265","2799265 D10. SIEMEBS","used","For Sale","","","1",
"CATH","CATH","","","This medical equipment part appears to be a power supply unit with various connectors including X1, X21-X24, X31-X33, X41, and an X101 power connector, operating at 230V 4/6A 50/60Hz.","X21-X24","This medical equipment part appears to be a power supply unit with various connectors including X1, X21-X24, X31-X33, X41, and an X101 power connector, operating at 230V 4/6A 50/60Hz.","used","For Sale","","","1",
"CT","CT","","GE","2266521-4 JEDI H4 MPHVTANK. LIGHSPEED RT 16","2266521-4","2266521-4 JEDI H4 MPHVTANK. LIGHSPEED RT 16","used","For Sale","","","1",
"MRI","MRI","","GE","NVIDIA Quadro FX 500 video card with part numbers EQFX500-128AB and 600-50162-0004-211B, likely used within an MRI or other medical imaging system.. NVIDIA","EQFX500-128AB","NVIDIA Quadro FX 500 video card with part numbers EQFX500-128AB and 600-50162-0004-211B, likely used within an MRI or other medical imaging system.. NVIDIA","used","For Sale","","","1",
"PET/CT","PET/CT","","SIEMENS","Systium Technologies component, model number 545, with serial number 54500024554.. SYSTIUM TECHNOLOGIES","545","Systium Technologies component, model number 545, with serial number 54500024554.. SYSTIUM TECHNOLOGIES","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","27 99 323. SIEMENS","2799323","27 99 323. SIEMENS","used","For Sale","","","1",
"C-ARM","C-ARM","","GE","00-877253-01 REV D. OEC","00-877253-01","00-877253-01 REV D. OEC","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","The DIAMENTOR K1 is a Siemens manufactured power supply unit, type-app number 11016, used in medical imaging systems requiring a 20-32 VDC input.. SIEMENS","11016","The DIAMENTOR K1 is a Siemens manufactured power supply unit, type-app number 11016, used in medical imaging systems requiring a 20-32 VDC input.. SIEMENS","used","For Sale","","","1",
"CT","CT","","PHILIPS","453567177781 453566502751 DUAL TILT DR INTERFACE. MX8000 exp","453567177781","453567177781 453566502751 DUAL TILT DR INTERFACE. MX8000 exp","used","For Sale","","","1",
"CR/PRINTER","CR/PRINTER","","KODAK","8E2652 DICOM RASTER ENGINE. KODAK 8900","Infinity","8E2652 DICOM RASTER ENGINE. KODAK 8900","used","For Sale","","","1",
"CT","CT","","GE","5182194-4 MOTOR. RT","5182194-4","5182194-4 MOTOR. RT","used","For Sale","","","1",
"CATH","CATH","","GE","45297028 COLLIMATOR. GE","45297028","45297028 COLLIMATOR. GE","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","LSILOGIC SYM22910. SIEMENS","SYM22910","LSILOGIC SYM22910. SIEMENS","used","For Sale","","","1",
"MRI","MRI","","GE","This medical equipment part has a visible part number of 5105270 and contains connector labels J11-J19.. GE","5105270","This medical equipment part has a visible part number of 5105270 and contains connector labels J11-J19.. GE","used","For Sale","","","1",
"CT","CT","","SIEMENS","PLUS 4 1643100 D21. SIEMENS","1643100","PLUS 4 1643100 D21. SIEMENS","used","For Sale","","","1",
"PET/CT","PET/CT","",""," VICOR FlatPAC power supply, model number VI-RU0DD-EWWW, with a voltage of 100-100/200-240 V and an output of 20 Amperes."," VI-RU0DD-EWWW"," VICOR FlatPAC power supply, model number VI-RU0DD-EWWW, with a voltage of 100-100/200-240 V and an output of 20 Amperes.","used","For Sale","","","1",
"CT","CT","","TOSHIBA","PAA600F-24 POWER SUPPLY. TOSHIBA","PAA600F-24","PAA600F-24 POWER SUPPLY. TOSHIBA","used","For Sale","","","1",
"X-RAY","X-RAY","","SIEMENS","8371408 D124. LUMINOS","8371408","8371408 D124. LUMINOS","used","For Sale","","","1",
"MRI","MRI","","GE ","AS-3260 REV D. GE CONTOUR","AS-3260","AS-3260 REV D. GE CONTOUR","used","For Sale","","","1",
"CATH","CATH","","PHILIPS ","PRODRIVE WCB2.1 Tx Full unit with part number 6159-1201-2300. 459800159502. PRODRIVE","459800159502","PRODRIVE WCB2.1 Tx Full unit with part number 6159-1201-2300. 459800159502. PRODRIVE","used","For Sale","","","1",
"PET/CT","PET/CT","","PHILIPS","SONY MPF920 FD. GEMINI TF","MPF920 ","SONY MPF920 FD. GEMINI TF","used","For Sale","","","1",
"CT","CT","","SIEMENS","Siemens spare part with Model Number 08363892 and part number 08363983.. SIEMENS Flash","8363892","Siemens spare part with Model Number 08363892 and part number 08363983.. SIEMENS Flash","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","3791444 D92. SIEMENS","3791444","3791444 D92. SIEMENS","used","For Sale","","","1",
"CATH","CATH","","TOSHIBA","PX14-65900 B NX14-0012. INFX-8000C/DFP-8000A","PX14-65900","PX14-65900 B NX14-0012. INFX-8000C/DFP-8000A","used","For Sale","","","1",
"CT","CT","","TOSHIBA ","GPC140-12 CONDOR. Toshiba PDU","GPC140-12","GPC140-12 CONDOR. Toshiba PDU","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","3559528 3559510. SIEMENS","3559528","3559528 3559510. SIEMENS","used","For Sale","","","1",
"CT","CT","","TOSHIBA","LPBM PX77-96256. AQUILION 16","PX77-96256","LPBM PX77-96256. AQUILION 16","used","For Sale","","","1",
"X-RAY","X-RAY","","PHILIPS","989600142761 GEO CCONSOL ELEVA MDFD. ELEVA MD","989600142761","989600142761 GEO CCONSOL ELEVA MDFD. ELEVA MD","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","MRC 200 O508 ROT-GS 1003 08/2012. FD10","MRC 200 O508 ROT-GS 1003","MRC 200 O508 ROT-GS 1003 08/2012. FD10","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","2962814. SIEMENS","2962814","2962814. SIEMENS","used","For Sale","","","1",
"MRI","MRI","","HITACHI","YJ4004-S10 AFAMP2. HITACHI MRP7000","YJ4004-S10","YJ4004-S10 AFAMP2. HITACHI MRP7000","used","For Sale","","","1",
"CT","CT","","PHILIPS","WD800AAJS WD 80G HDD. BRILLIANCE CONSOLES","WD800AAJS ","WD800AAJS WD 80G HDD. BRILLIANCE CONSOLES","used","For Sale","","","1",
"MRI","MRI","","GE","MRDV 5922000 HP Z420 COMPUTER. MR450","5922000","MRDV 5922000 HP Z420 COMPUTER. MR450","used","For Sale","","","1",
"C-Arm","C-Arm","","","  a communications PCB manufactured by OEC-Diasonics/Philips for an Ultrasound device, featuring part numbers such as SN74LS163AN, SN74LS04N, SCN2681AC1N40 and ASSY 00-872127-05.","00-872127-05","  a communications PCB manufactured by OEC-Diasonics/Philips for an Ultrasound device, featuring part numbers such as SN74LS163AN, SN74LS04N, SCN2681AC1N40 and ASSY 00-872127-05.","used","For Sale","","","1",
"NUCLEAR","NUCLEAR","","SIEMENS","5232868 MEDIUM ENGERY LP. ECAM","5232868","5232868 MEDIUM ENGERY LP. ECAM","used","For Sale","","","1",
"MRI","MRI","","GE","2215261 1.5T TORSO ARRAY. GE","2215261","2215261 1.5T TORSO ARRAY. GE","used","For Sale","","","1",
"MAMMO","MAMMO","","GE","2108592K MAIN DISTRIBUTION. GE","2108592K","2108592K MAIN DISTRIBUTION. GE","used","For Sale","","","1",
"X-RAY","X-RAY","","SIEMENS","5658906 D160. SIEMENS","5658906","5658906 D160. SIEMENS","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","7128791 D10. COROSKOP","7128791","7128791 D10. COROSKOP","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","6524990 D13. SIEMENS","6524990","6524990 D13. SIEMENS","used","For Sale","","","1",
"CT","CT","","SIEMENS","This ARROW medical equipment part has a serial number of 610752P0411 and customer number 453567036891.. ARROW","610752P0411 ","This ARROW medical equipment part has a serial number of 610752P0411 and customer number 453567036891.. ARROW","used","For Sale","","","1",
"CR/PRINTER","CR/PRINTER","","KONICA","DISPLAY CONSOLE JAN 2001 0296202711. KONICA","296202711","DISPLAY CONSOLE JAN 2001 0296202711. KONICA","used","For Sale","","","1",
"CATH","CATH","","GE","2317457 Equipped AC/DC. INNOVA 4100 DL3/RTAC3","2317457","2317457 Equipped AC/DC. INNOVA 4100 DL3/RTAC3","used","For Sale","","","1",
"MRI","MRI","","HITACHI","PAA600F-48 XHMD BY COSEL. APERTO","PAA600F-48","PAA600F-48 XHMD BY COSEL. APERTO","used","For Sale","","","1",
"X-RAY","X-RAY","","SIEMENS","3827297 D292. SIEMENS","3827297","3827297 D292. SIEMENS","used","For Sale","","","1",
"CT","CT","","GE","EBM-PAPST fan, part number DV 6448/2A, used in medical equipment.. GE","DV 6448/2A","EBM-PAPST fan, part number DV 6448/2A, used in medical equipment.. GE","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","5246785. SIEMENS","5246785","5246785. SIEMENS","used","For Sale","","","1",
"CT","CT","","TOSHIBA","circuit board with part numbers PX79-25984 and PX79-321670/23456, also labeled KGTSM YWM1544.. Unknown","PX79-25984","circuit board with part numbers PX79-25984 and PX79-321670/23456, also labeled KGTSM YWM1544.. Unknown","used","For Sale","","","1",
"CT","CT","","","XC board with part numbers YWM1031 and PX71-07030.","PX71-07030","XC board with part numbers YWM1031 and PX71-07030.","used","For Sale","","","1",
"NUCLEAR","NUCLEAR","","PHILIPS","DELL t7400 computer part, potentially a desktop or server component, with the model number DCDO and serial number 3Y83D4J visible on the label.. PHILIPS","DCDO ","DELL t7400 computer part, potentially a desktop or server component, with the model number DCDO and serial number 3Y83D4J visible on the label.. PHILIPS","used","For Sale","","","1",
"CATH","CATH","","PHILIPS ","CAT 5 TO CAT 6 EXTENDER. PHILIPS FD10","CAT 5 TO CAT 6 EXTENDER","CAT 5 TO CAT 6 EXTENDER. PHILIPS FD10","used","For Sale","","","1",
"MRI","MRI","","HITACHI","Coil - Head Neck. AIRIS II","Coil - Head Neck","Coil - Head Neck. AIRIS II","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","DRV03B 113Y1042 CC. SIEMENS","DRV03B","DRV03B 113Y1042 CC. SIEMENS","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","QCT TORSOR PHANTOM ROUND AND RECTANGLE. SIEMENS","QCT TORSOR PHANTOM","QCT TORSOR PHANTOM ROUND AND RECTANGLE. SIEMENS","used","For Sale","","","1",
"CT","CT","","SIEMENS","This Siemens spare part has model numbers 08366382 and 08365988, serial number 7999, and may be used in a variety of imaging systems.. SIEMENS","8366382","This Siemens spare part has model numbers 08366382 and 08365988, serial number 7999, and may be used in a variety of imaging systems.. SIEMENS","used","For Sale","","","1",
"X-RAY","X-RAY","","PHILIPS","451217800872 451217800565 451211326501 451211326511. ELEVA MD","451217800872","451217800872 451217800565 451211326501 451211326511. ELEVA MD","used","For Sale","","","1",
"MRI","MRI","","GE ","2292662-11 AP. GE 1T","2292662-11","2292662-11 AP. GE 1T","used","For Sale","","","1",
"CT","CT","","GE","This is a CT Image Reconstruction computer tower, featuring various ports and connections on the back panel, with a visible part number likely near the fan.. GE","","This is a CT Image Reconstruction computer tower, featuring various ports and connections on the back panel, with a visible part number likely near the fan.. GE","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","FD10 medical equipment part identified by the serial number CN-0MY287-28298-728-0014 and MAC address 0019B9942F61.. PHILIPS","CN-0MY287","FD10 medical equipment part identified by the serial number CN-0MY287-28298-728-0014 and MAC address 0019B9942F61.. PHILIPS","used","For Sale","","","1",
"ULTRASOUND","ULTRASOUND","","GE","55492351 IC5-9-D 2020 NEW. GE","55492351","55492351 IC5-9-D 2020 NEW. GE","used","For Sale","","","1",
"PET/CT","PET/CT","",""," DELL part, potentially a component from a computer system, with the part number 8HJNB4J and model number DCD0.","DCD0"," DELL part, potentially a component from a computer system, with the part number 8HJNB4J and model number DCD0.","used","For Sale","","","1",
"X-RAY","X-RAY","","GE","2375101 DPS W/CAN INTERFACE SPS5692 . XRd D8000","2375101","2375101 DPS W/CAN INTERFACE SPS5692 . XRd D8000","used","For Sale","","","1",
"CT","CT","","PHILIPS","This is an ADVANCED MOTION CONTROLS DIGIFLEX Digital Servo Drive, part number is 459800298903 REV a . PHILIPS","459800298903","This is an ADVANCED MOTION CONTROLS DIGIFLEX Digital Servo Drive, part number is 459800298903 REV a . PHILIPS","used","For Sale","","","1",
"PET/CT","PET/CT","","GE","2268011-10 OWS SUNU60 W/DVD. DLS4","2268011-10","2268011-10 OWS SUNU60 W/DVD. DLS4","used","For Sale","","","1",
"MAMMO","MAMMO","","GE ","2102082-5 C. GE DMR","2102082-5","2102082-5 C. GE DMR","used","For Sale","","","1",
"MRI","MRI","","HITACHI","medical imaging printed circuit board, likely from an older system, marked with HCD3 PCB PR1783901 and populated with various integrated circuits including 11350 and 11348.. HITACHI","HCD3","medical imaging printed circuit board, likely from an older system, marked with HCD3 PCB PR1783901 and populated with various integrated circuits including 11350 and 11348.. HITACHI","used","For Sale","","","1",
"MRI","MRI","","GE","2274188-3 MUX. GE","2274188-3","2274188-3 MUX. GE","used","For Sale","","","1",
"Medical Equipment Part","Medical Equipment Part","","","medical equipment circuit board with connectors like DATA_LC and DC_POWER_SUP and part numbers J305, J301 and J105 visible.","DATA_LC","medical equipment circuit board with connectors like DATA_LC and DC_POWER_SUP and part numbers J305, J301 and J105 visible.","used","For Sale","","","1",
"MRI","MRI","","GE","This is a circuit board with a serial number S/N 3601772 and part number 85912462 Revision A, containing SEC KOREA 931 KM44C4000CS-6 TFG189GA memory chips.. GE","85912462","This is a circuit board with a serial number S/N 3601772 and part number 85912462 Revision A, containing SEC KOREA 931 KM44C4000CS-6 TFG189GA memory chips.. GE","used","For Sale","","","1",
"MRI","MRI","","PHILIPS","This is a MITRA Power Systems power supply, model PE1937/03 U, with part number 9415 019 37031.. PHILIPS","941501937031","This is a MITRA Power Systems power supply, model PE1937/03 U, with part number 9415 019 37031.. PHILIPS","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","medical equipment part with part number 1698-110-050-4.02 and MAC address 000E6A5FE438.. SIEMENS","1698-110-050-4","medical equipment part with part number 1698-110-050-4.02 and MAC address 000E6A5FE438.. SIEMENS","used","For Sale","","","1",
"CT","CT","","GE","2389885 ORP2 BOARD ASSY Brand new. LS16","2389885","2389885 ORP2 BOARD ASSY Brand new. LS16","used","For Sale","","","1",
"CT","CT","","PHILIPS","455015901421 PHILIPS CT PHATOM. BRILLIANCE","455015901421","455015901421 PHILIPS CT PHATOM. BRILLIANCE","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","451210774004. PHILIPS","451210774004","451210774004. PHILIPS","used","For Sale","","","1",
"CATH","CATH","","GE","MOTION CONTROL BOARD with part number QS IS-11260 and FRU 5134585 007 visible.. GE","5134585","MOTION CONTROL BOARD with part number QS IS-11260 and FRU 5134585 007 visible.. GE","used","For Sale","","","1",
"X-RAY","X-RAY","","SIEMENS","DETECTOR VCC LOADING UNIT SIEMENS YISO 10273431. SIEMENS MIRA","DETECTOR","DETECTOR VCC LOADING UNIT SIEMENS YISO 10273431. SIEMENS MIRA","used","For Sale","","","1",
"CT","CT","",""," medical equipment circuit board with a model number 1P 4822628 and serial/lot number S 03034.","4822628"," medical equipment circuit board with a model number 1P 4822628 and serial/lot number S 03034.","used","For Sale","","","1",
"PET/CT","PET/CT","","GE","Transition Module with visible part numbers 2295981 B, 2295982 REV B, and 06-01668770-100.. HP","2295981","Transition Module with visible part numbers 2295981 B, 2295982 REV B, and 06-01668770-100.. HP","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","451210809202 CU4. OPTIMUS","451210809202","451210809202 CU4. OPTIMUS","used","For Sale","","","1",
"X-RAY","X-RAY","","SIEMENS","D31 BOARD  05757732 and 2954 G0516. SIEMENS","5757732","D31 BOARD  05757732 and 2954 G0516. SIEMENS","used","For Sale","","","1",
"X-RAY","X-RAY","","LORAD","LINAK foot control, item number FSLOW00000 and FSRDW00000, potentially used for controlling an X-Ray machine.. LINAK","FSLOW00000 ","LINAK foot control, item number FSLOW00000 and FSRDW00000, potentially used for controlling an X-Ray machine.. LINAK","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","7558831 ECC CONSOLE. ARTIS DBA","7558831","7558831 ECC CONSOLE. ARTIS DBA","used","For Sale","","","1",
"CT","CT","","PHILIPS","medical equipment part, potentially for an HT Exchanger system, with part number 2203140011. PN 459800538051 FRC. PHILIPS","2203140011","medical equipment part, potentially for an HT Exchanger system, with part number 2203140011. PN 459800538051 FRC. PHILIPS","used","For Sale","","","1",
"C-ARM","C-ARM","","SIEMENS","3099707 FOOTSWITCH. SIREMOBILE","3099707","3099707 FOOTSWITCH. SIREMOBILE","used","For Sale","","","1",
"X-RAY","X-RAY","","SIEMENS","7759819 D500. SIEMENS","7759819","7759819 D500. SIEMENS","used","For Sale","","","1",
"MRI","MRI","","SIEMENS","This is a medical equipment part with visible part number 05757732.. SIEMENS","5757732","This is a medical equipment part with visible part number 05757732.. SIEMENS","used","For Sale","","","1",
"C-Arm","C-Arm","","","  a circuit board, possibly from medical equipment, manufactured in Taiwan, bearing the part number B930072BAB1679822 and featuring an ISL6524CRZ chip.","B930072BAB1679822 ","  a circuit board, possibly from medical equipment, manufactured in Taiwan, bearing the part number B930072BAB1679822 and featuring an ISL6524CRZ chip.","used","For Sale","","","1",
"CT","CT","","PHILIPS ","178184 PWR MONITOR. PICKER","178184","178184 PWR MONITOR. PICKER","used","For Sale","","","1",
"CATH","CATH","","GE","P9106WL RC CONT LGC. GE","P9106WL","P9106WL RC CONT LGC. GE","used","For Sale","","","1",
"CT","CT","","PHILIPS ","NEMIC LAMBDA N453567525881  RP07504AHN  POWER SUPPLY. PICKER ULTRAZ","N453567525881 ","NEMIC LAMBDA N453567525881  RP07504AHN  POWER SUPPLY. PICKER ULTRAZ","used","For Sale","","","1",
"CT","CT","","TOSHIBA","KEYBOARD part number N860-8533-T211/20 and serial number DZ000127.. TOSHIBA","N860-8533-T211/20","KEYBOARD part number N860-8533-T211/20 and serial number DZ000127.. TOSHIBA","used","For Sale","","","1",
"MRI","MRI","","GE","ECG LEAD WIRES PN 9218A. HDE","9218A","ECG LEAD WIRES PN 9218A. HDE","used","For Sale","","","1",
"CATH","CATH","","GE","This ORIENTAL MOTOR assembly includes a 720-109EL6N motor, operating at 32V and 7.9A, with a speed of 2600 min-1.. GE","720-109EL6N","This ORIENTAL MOTOR assembly includes a 720-109EL6N motor, operating at 32V and 7.9A, with a speed of 2600 min-1.. GE","used","For Sale","","","1",
"X-RAY","X-RAY","","PHILIPS ","BINDER 4001232B00 R6. PHILIPS DIGITAL DIAGNOST","4001232B00 ","BINDER 4001232B00 R6. PHILIPS DIGITAL DIAGNOST","used","For Sale","","","1",
"CT","CT","","TOSHIBA","circuit board OPCONTA PX79-26869 C3 with Lattice isPLSI5384VA 125LQ208 B732AA02, IDT 77V106 L25TFGI and a visible barcode of 02187Y02.. Unknown","OPCONTA PX79-26869","circuit board OPCONTA PX79-26869 C3 with Lattice isPLSI5384VA 125LQ208 B732AA02, IDT 77V106 L25TFGI and a visible barcode of 02187Y02.. Unknown","used","For Sale","","","1",
"CATH","CATH","","TOSHIBA","This GCU medical equipment part, manufactured by Origin Electric in 2009-11, has part number 9151300003 and manufacturing number 91513003.. TOSHIBA","9151300003","This GCU medical equipment part, manufactured by Origin Electric in 2009-11, has part number 9151300003 and manufacturing number 91513003.. TOSHIBA","used","For Sale","","","1",
"C-Arm","C-Arm","","","  a GE Medical Systems Codonics Media Cassette, part number 1660C-810B-OEC.","1660C-810B-OEC","  a GE Medical Systems Codonics Media Cassette, part number 1660C-810B-OEC.","used","For Sale","","","1",
"CATH","CATH","","GE","This is a medical equipment circuit board, with visible part numbers 2270439-2 REV A and 05170223.. GE","2270439-2 ","This is a medical equipment circuit board, with visible part numbers 2270439-2 REV A and 05170223.. GE","used","For Sale","","","1",
"CATH","CATH","","GE","PATIENT TABLE SIDE CLIP by Northeast Medical Systems with serial number 09F037.. Northeast Medical Systems","09F037","PATIENT TABLE SIDE CLIP by Northeast Medical Systems with serial number 09F037.. Northeast Medical Systems","used","For Sale","","","1",
"MRI","MRI","","GE","5140683-R DRIVE LONGITUDINAL ASSMBLY. MR450","5140683-R","5140683-R DRIVE LONGITUDINAL ASSMBLY. MR450","used","For Sale","","","1",
"MRI","MRI","","GE ","CONDOR power supply, model CPCI-354T-1203 with input of 100-240V ~ 6.3 A 50/60 Hz.. GE EXCITE","CONDOR","CONDOR power supply, model CPCI-354T-1203 with input of 100-240V ~ 6.3 A 50/60 Hz.. GE EXCITE","used","For Sale","","","1",
"CT","CT","","SIEMENS","Flash KUEHLUNG Straton MXP cooling unit, model number 10414538, likely used in a CT scanner.. SIEMENS","10414538","Flash KUEHLUNG Straton MXP cooling unit, model number 10414538, likely used in a CT scanner.. SIEMENS","used","For Sale","","","1",
"MRI","MRI","","HITACHI","MRRCN2. AIRIS II","MRRCN2","MRRCN2. AIRIS II","used","For Sale","","","1",
"CR/PRINTER","CR/PRINTER","","KONICA","ON DRUM HPRO CPU BOARD 0465H1030B 046571030B MDK332V. Konica 752","0465H1030B ","ON DRUM HPRO CPU BOARD 0465H1030B 046571030B MDK332V. Konica 752","used","For Sale","","","1",
"X-RAY","X-RAY","","SIEMENS","7150050 D2 CCI. ICONOS R200","7150050","7150050 D2 CCI. ICONOS R200","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","medical lighting component part 459801081932, 4598017775021 PA LED Bore light kit. PHILIPS","459801081932","medical lighting component part 459801081932, 4598017775021 PA LED Bore light kit. PHILIPS","used","For Sale","","","1",
"X-RAY","X-RAY","","SIEMENS","XP POWER POWER MODULE SIEMENS MIRA MAX 10010497; MHP1000PS48. SIEMENS MIRA","10010497","XP POWER POWER MODULE SIEMENS MIRA MAX 10010497; MHP1000PS48. SIEMENS MIRA","used","For Sale","","","1",
"MRI","MRI","","GE","MR450 with part number 5187035.. GE","5187035","MR450 with part number 5187035.. GE","used","For Sale","","","1",
"CT","CT","","TOSHIBA","SS/ADI4 board with part numbers NX74-0024, PX74-08757, and YWM1545*A.. TOSHIBA","PX74-08757","SS/ADI4 board with part numbers NX74-0024, PX74-08757, and YWM1545*A.. TOSHIBA","used","For Sale","","","1",
